web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,category-link-1,category-link-1-href,pagination-selector,data3,data9,data10,data12,data13,data14,data15,name
1756098263-497,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Bling Black, 128 GB)"
1756098263-498,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098263-499,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹12,200","1,803 Reviews",38% off,"₹25,999","₹15,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,"20,209 Ratings","realme 12+ 5G (Green, 256 GB)"
1756098263-500,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹36,300",9 Reviews,10% off,"₹45,999","₹40,999",12 GB RAM | 256 GB ROM,77 Ratings,"vivo V60 5G (Moonlit Blue, 256 GB)"
1756098263-501,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹11,600",84 Reviews,25% off,"₹19,999","₹14,999",6 GB RAM | 128 GB ROM,"1,878 Ratings","REDMI Note 14 SE 5G (Mystique White, 128 GB)"
1756098263-502,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹17,200","1,621 Reviews",35% off,"₹33,999","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"25,124 Ratings","Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)"
1756098263-503,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,,2 Reviews,26% off,"₹1,190",₹880,45 MB RAM | 35 MB ROM | Expandable Upto 32 GB,33 Ratings,KARBONN K121i Dual Sim Keypad Mobile Phone
1756098263-504,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹9,050",151 Reviews,25% off,"₹15,999","₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"3,415 Ratings","OPPO A3x 5G (Starlight White, 128 GB)"
1756098263-505,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹13,600",86 Reviews,23% off,"₹22,999","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"1,181 Ratings","Samsung Galaxy F36 5G (Red, 128 GB)"
1756098263-506,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹14,100",92 Reviews,26% off,"₹22,999","₹16,974",12 GB RAM | 256 GB ROM | Expandable Upto 2 TB,"1,227 Ratings","realme P1 Speed 5G (Brushed Blue, 256 GB)"
1756098263-507,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹37,200",415 Reviews,37% off,"₹74,999","₹46,999",8 GB RAM | 128 GB ROM,"7,603 Ratings","Samsung Galaxy S24 5G (Amber Yellow, 128 GB)"
1756098263-508,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹8,800",202 Reviews,28% off,"₹15,999","₹11,499",4 GB RAM | 128 GB ROM,"3,244 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098263-509,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹31,050",144 Reviews,11% off,"₹35,999","₹31,999",8 GB RAM | 128 GB ROM,"1,593 Ratings","realme 15 Pro 5G (Velvet Green, 128 GB)"
1756098263-510,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹19,350",566 Reviews,19% off,"₹30,999","₹24,999",8 GB RAM | 256 GB ROM,"6,891 Ratings","realme P3 Pro 5G (Saturn Brown, 256 GB)"
1756098263-511,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹11,000",157 Reviews,23% off,"₹18,999","₹14,499",8 GB RAM | 128 GB ROM,"2,437 Ratings","Samsung Galaxy F16 5G (Vibing Blue, 128 GB)"
1756098263-512,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹7,150","1,266 Reviews",32% off,"₹13,999","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,"19,312 Ratings","Samsung Galaxy F06 5G (Lit Violet, 128 GB)"
1756098263-513,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,,"1,359 Reviews",14% off,"₹24,999","₹21,430",8 GB RAM | 128 GB ROM,"24,240 Ratings","OnePlus Nord CE4 (Dark Chrome, 128 GB)"
1756098263-514,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹33,000",130 Reviews,11% off,"₹44,999","₹39,999",12 GB RAM | 256 GB ROM,"1,311 Ratings","OPPO Reno14 5G (Pearl White, 256 GB)"
1756098263-515,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹17,200","1,621 Reviews",35% off,"₹33,999","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"25,124 Ratings","Samsung Galaxy A35 5G (Awesome Navy, 128 GB)"
1756098263-516,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹17,750",136 Reviews,18% off,"₹25,999","₹21,140",8 GB RAM | 128 GB ROM,"2,571 Ratings","IQOO Z10 5G (Glacier Silver / Silver, 128 GB)"
1756098263-517,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹7,600",5 Reviews,16% off,"₹11,999","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,72 Ratings,"Tecno Spark Go 5G (Turquoise Green, 128 GB)"
1756098263-518,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,"₹13,600",86 Reviews,23% off,"₹22,999","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"1,181 Ratings","Samsung Galaxy F36 5G (Violet, 128 GB)"
1756098263-519,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,,,,,,,,
1756098263-520,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=27,,,,,,,,
1756098266-521,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=26,"₹31,000","1,131 Reviews",33% off,"₹59,999","₹39,999",8 GB RAM | 128 GB ROM,"14,801 Ratings","Samsung Galaxy S24 FE 5G (Graphite, 128 GB)"
1756098266-522,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=26,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Bling Black, 128 GB)"
1756098266-523,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=26,"₹46,750",111 Reviews,8% off,"₹59,999","₹54,999",12 GB RAM | 256 GB ROM,776 Ratings,"vivo X200 FE (Amber Yellow, 256 GB)"
1756098266-524,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=26,"₹29,550",604 Reviews,28% off,"₹52,999","₹37,999",8 GB RAM | 128 GB ROM,"7,497 Ratings","Google Pixel 8a (Bay, 128 GB)"
1756098266-525,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=26,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098266-526,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=26,₹850,204 Reviews,26% off,"₹2,099","₹1,535",32 MB RAM | 32 MB ROM,"3,192 Ratings","Nokia 110 Dual Sim, Keypad Mobile with Wireless FM Radio, Bluetooth and Rear Camera"
